daily_social_media_time,perceived_productivity_score,actual_productivity_score,fact_id
4.180939775840407,8.04046395460586,7.291555269465855,1
3.24960295371668,5.063368162322373,5.165092998005627,2
4.381069807409355,6.420989452422723,5.976408248839262,3
4.0891677766283365,2.681829763722855,2.4469265730591663,4
3.341558657666664,8.940636249933846,7.98325212177318,5
0.0,8.850758210210204,7.930675032954072,6
3.773326308046273,7.511934181164728,6.773922720050245,7
5.826311296588029,2.6458251909465096,2.8611708867422974,8
5.621219699261981,2.154417163216769,2.062080419419904,9
1.445357723648213,6.873341151925841,5.957136871135499,10
1.4376657344061785,7.832933411718364,6.969125318856361,11
0.0715034686384337,8.9687510927163,8.119665072027631,12
5.916044259617864,3.873518582823957,2.974136908027594,13
4.030315420149807,6.851403385986502,6.073044145143145,14
1.5515560832371853,8.564363324635403,7.209460411624187,15
4.593418669573279,3.230612085152174,3.6600094885701457,16
2.0766932054808267,5.140097801076967,4.767331765932079,17
1.0034541198062863,4.350017990262584,3.618640575481865,18
0.7656521995984868,2.9833576450909813,2.403117020263418,19
2.7074438852856457,8.31399347133363,7.986016314057592,20
2.480195084119649,5.289302949233505,4.515495403857237,21
1.749943183722754,3.9382435746017466,3.876732391030856,22
3.0942538852519728,5.560696543715612,4.662193807152799,23
0.5529223328392248,3.0797644348332,2.973938095503063,24
0.4011186864021567,8.869538888938884,7.934279341892775,25
5.039176278466011,7.546805467839596,6.834059711891591,26
1.9904620993461355,8.537355805267719,7.597030634880036,27
5.620133439104666,2.5808800879275875,2.742944820142082,28
2.9586154159044,7.73431475751068,6.893086987930092,29
1.6329208515087443,8.90094844417116,7.361611655183045,30
6.590503268918364,6.692181573695605,5.420393108308598,31
4.589997969573998,4.173630616116702,3.24404848837352,32
0.4021387378742891,6.033503351131975,5.325118472728764,33
3.757331202550075,7.827750822379186,6.972137571347723,34
5.167122019412776,8.561590224384076,7.782286965893771,35
2.8295694913053144,2.4954921247161037,2.103487892293927,36
3.790185230822821,3.103956906659862,2.1834922893696644,37
8.694539037329239,6.639874472184763,5.537632261717748,38
1.4590023453524306,6.368552307485003,5.894081942530983,39
0.0,5.711110922358062,4.404630626520092,40
6.811090571420031,2.8293700952328096,2.147642971250322,41
2.43469421925359,3.551649351871127,4.266142698063823,42
2.012029994948931,5.882354673418407,4.349644802623489,43
0.9012221072792256,6.2500693302656,4.500942214332079,44
2.17974170467106,8.11772194268781,7.106348642036497,45
4.704052712397022,3.4022894972562163,2.316293517184117,46
2.876874138188327,4.544230570842927,4.9028079624519325,47
2.615327478995143,3.1984334487472608,2.696861820902828,48
0.532309270288565,2.95578358715866,1.9953029952840236,49
0.6121932659359461,8.150548024993356,6.834171256486446,50
4.195709737002164,2.840976467066038,2.2179226082039274,51
2.32972923510924,7.263932517343403,6.277155788748882,52
3.517820946665632,5.485998636699058,6.124940735169287,53
0.0,2.243052042693652,1.7136440363378105,54
0.0,3.8667988932663353,3.02574659952432,55
1.5148611159239258,4.590760352788678,4.311624677648936,56
5.406637934293819,8.25103008505295,7.0353446953266525,57
2.70153821091304,2.5689563367498605,1.8113615928269036,58
0.1211083186975625,2.2436279919728963,3.244120092715695,59
5.87114634487913,3.175582544924485,3.4242696728510347,60
4.1252521734174135,6.775936081450161,5.489248919643183,61
1.901294907253587,4.442662167916614,4.34035022064587,62
4.744573710994553,6.744476060387923,5.903169091916603,63
3.241956140134937,6.519756331945271,6.891604252914472,64
2.471388797588883,4.450892835374424,3.727271669967761,65
2.029021075185658,3.425019950288864,2.8924730868309165,66
1.4186752818840336,3.11534034437151,2.479970967826328,67
4.230857741011432,3.3204470999711164,2.7150202466497166,68
2.049001850863237,4.953795260437522,5.35569428761732,69
2.080004427440212,6.70060241303011,5.592926082289852,70
1.8347725036289368,2.838206708118085,2.0031797270187366,71
2.1868430406463064,5.987519146272072,5.224774967476676,72
3.306719991264497,5.959045506038804,5.606499656129134,73
2.230478865106627,7.528089884268284,7.626863106052769,74
3.436939034707289,7.686109397537477,6.431692411502361,75
1.5675277171641024,6.748900975405963,5.814330364370934,76
1.6774372887982154,2.410748528354411,2.18993872349982,77
4.810442060725436,6.889626123869387,5.374123728934031,78
2.1758304148194134,8.338722684544216,7.678578536808284,79
3.755642539425096,5.675480824527741,5.499692893555577,80
0.0,7.086715752307817,6.441898637271189,81
3.114817468114112,2.4845732741897386,2.5933450465124173,82
3.707248529483193,4.688661776928623,3.885212145957927,83
2.738590873182288,2.174425282787725,1.298762392110877,84
5.217943293714225,6.831070050887856,5.318996524843325,85
2.0703180640865613,4.323241768626449,3.773079503724933,86
2.2460079943603235,7.418185584893357,6.329151332240981,87
1.344959437596042,6.456263053106925,6.637370941099733,88
5.52117971145598,7.331159113874438,6.947773218754172,89
2.3014608762883477,8.149169309528803,7.241639317064507,90
5.404169651587576,4.968280895581495,4.554474306797895,91
3.314460932860821,3.73203294213107,2.5921198195746165,92
0.8655545917093614,6.798724621312811,5.71309728396396,93
2.17695639945433,8.248376033311782,7.491101513558188,94
2.937259817729436,2.739863600072221,2.276031626533728,95
5.09860173985858,4.355181394561313,3.647629367967121,96
3.786920471102847,3.898905809275729,4.00467568142979,97
1.681543170182893,3.518639805094131,3.073948873116637,98
4.095573594805555,2.755960924849802,1.5255962551377995,99
2.9238544817305017,2.4674929384658584,1.798956744164028,100
0.0,4.976016499006124,5.004891218841023,101
4.4665703115603765,3.2479138969576944,2.856010350844985,102
2.1649880011235973,5.942904919523727,5.184974191637302,103
3.958799323867781,7.040204399902646,6.227384846318868,104
0.0,3.772092348530831,3.2883135761292785,105
2.781608477544381,6.217512401040233,5.432656123475763,106
0.0,3.113079541769032,3.2332807495322826,107
2.48932625767808,5.14736663841436,4.087087443060042,108
2.1434387760158127,6.47141035495341,6.788185326467752,109
1.5255315969027583,6.642107193597714,5.375012121463882,110
5.93480847292385,7.383098831353711,5.941835625380774,111
3.49639587425559,7.2219035069830095,6.423952185387253,112
1.5041644539406265,2.6549264757609703,3.134277685815323,113
1.362015720540285,5.296589716604991,5.4048302670769095,114
4.304478442576738,6.534671217012054,5.737591671495813,115
6.487330580428356,4.289998664236914,4.087904954922798,116
2.7188828663619025,5.612369141500572,4.659210165069279,117
3.894169617880135,3.975803470487022,4.017322622740602,118
1.7998001080814954,8.42819913905996,7.348635521112896,119
6.203677864703346,5.378926061883285,4.704728988648429,120
3.162590440546325,5.422522500978033,5.381838874611185,121
1.9504143737394597,7.221774689433526,6.902790809859607,122
1.513904412223839,3.58089011199776,3.2174837491765707,123
2.740355003637174,5.924853559715925,5.937459731455523,124
2.4474605493790182,6.2312176942623125,5.101948872271949,125
3.3439791396867906,6.4021182089967095,4.461589899137782,126
0.2630622721248707,5.50277471308585,5.440949823332004,127
3.0861492478905457,6.45392865164328,6.0822970212872285,128
3.1059345699717764,2.9623728428118703,3.377113701410371,129
1.454657016598777,5.378953089550998,6.108739427263401,130
3.3084854712763816,8.146847902040388,7.697385945362966,131
2.416658317304548,4.474728635552421,3.99851962557351,132
2.5824174891335496,3.72328949044652,2.143318240010688,133
4.170777578749326,5.733789425450713,4.280098724877111,134
3.745652049316804,5.1239290255155945,5.206614600901037,135
